epoch,train_loss,val_dice,val_iou,is_best
1,1.9889293670654298,0.6678994368691739,0.5480028353929144,True
2,1.7881892561912536,0.7050672700755273,0.5863145405716415,True
3,1.6871673941612244,0.7045926420827898,0.591151464174961,False
4,1.6368712306022644,0.6750017598432426,0.5735923566360694,False
5,1.5569224953651428,0.6403130489211947,0.5297987155200792,False
6,1.519697618484497,0.5960165126431313,0.4811432036693564,False
7,1.4933322668075562,0.693819824139316,0.5928208902329332,False
8,1.4544854760169983,0.7117829677072782,0.6044840202573801,True
