epoch,train_loss,val_dice,val_iou,is_best
1,1.141199791431427,0.6748493675591365,0.5569107964748579,True
2,0.9623774886131287,0.7076343485787828,0.5905642752937669,True
3,0.8825493693351746,0.6891491621063809,0.5755305057151254,False
4,0.8417887210845947,0.6637990983771144,0.556431806522388,False
5,0.7805316150188446,0.6586956265789556,0.5416033995021935,False
6,0.7517041504383087,0.5926185531730958,0.47855246832311454,False
7,0.7367189824581146,0.690978961501349,0.5833125484500444,False
8,0.7043515980243683,0.6923255904647704,0.5854502951007271,False
