epoch,train_loss,val_dice,val_iou,is_best
1,1.9786786317825318,0.44348247768704274,0.32432880024256755,True
2,1.7734930157661437,0.7343895427397724,0.6326513263532667,True
3,1.6996254801750184,0.7273001046807074,0.6231702536118326,False
4,1.6278400421142578,0.6968808144385235,0.5845734325668478,False
5,1.5908143281936646,0.7157572448869427,0.6073223653059756,False
6,1.521637487411499,0.7326125176493908,0.6369978088197955,False
7,1.4917163014411927,0.6741291053263331,0.5528016448937073,False
8,1.4720069408416747,0.7139851570176657,0.6060707483130763,False
